-1.829900885250047571e-01,1.340198229499904858e-01
2.457474534902396798e-02,5.491494906980479707e-01
-5.086438248380331650e-01,-5.172876496760663301e-01
-9.969980062152573874e-02,3.006003987569485503e-01
4.292215258599503813e-01,1.358443051719900652e+00
9.759563191599907039e-01,2.451912638319981408e+00
2.131295018767151994e-01,9.262590037534303988e-01
4.009938046980314197e-01,1.301987609396062950e+00
8.208300025201739070e-01,2.141660005040347592e+00
5.180435810193011470e-01,1.536087162038602294e+00
-1.296215117543406903e+00,-2.092430235086813806e+00
7.974983628284108006e-01,2.094996725656821823e+00
-8.437488930998880976e-01,-1.187497786199776195e+00
3.729247255194457211e-01,1.245849451038891331e+00
-2.283245483719485436e-01,4.335090325610291284e-02
6.383635437953469882e-01,1.776727087590693976e+00
6.574675851431047713e-01,1.814935170286209543e+00
2.193416410372028835e-01,9.386832820744057670e-01
-5.939914715091239028e-01,-6.879829430182478056e-01
1.565486063215937529e+00,3.630972126431875058e+00
8.139286577449262872e-01,2.127857315489852574e+00
1.238112144992116637e+00,2.976224289984233273e+00
2.718236560115071532e-01,1.043647312023014306e+00
-3.824169288337331274e-01,-2.648338576674662548e-01
1.565505214551874635e+00,3.631010429103749271e+00
1.814596628938149395e-02,5.362919325787629532e-01
4.153222503485548556e-01,1.330644500697109711e+00
-5.112338164874620228e-01,-5.224676329749240455e-01
1.334880622322348831e+00,3.169761244644697662e+00
3.342041883548298870e-02,5.668408376709659358e-01
1.121262192901006483e+00,2.742524385802012965e+00
8.403182962141391155e-01,2.180636592428278231e+00
9.367702103589243823e-01,2.373540420717848765e+00
-1.042403321160736696e-01,2.915193357678526609e-01
-1.078256468714642868e-01,2.843487062570714263e-01
9.259166864250374385e-01,2.351833372850074877e+00
2.900932033516033792e-01,1.080186406703206758e+00
-3.696531390545544915e-01,-2.393062781091089830e-01
-1.893283950550024020e-01,1.213432098899951961e-01
1.118526864567209178e-01,7.237053729134418356e-01
-1.768454591598913050e-01,1.463090816802173899e-01
-2.437644253871846356e+00,-4.375288507743692712e+00
-9.097129567238668724e-01,-1.319425913447733745e+00
-2.200143472267017397e-01,5.997130554659652057e-02
1.298742957019038968e+00,3.097485914038077937e+00
-4.973681218431654227e-01,-4.947362436863308455e-01
6.029707538744786266e-01,1.705941507748957253e+00
-2.505793161635430644e-01,-1.158632327086128733e-03
-7.512554930943258213e-01,-1.002510986188651643e+00
-1.666754946083308209e+00,-2.833509892166616417e+00
