Id,SalePrice
1461,121977.5297046415
1462,154780.83564818924
1463,182800.35311504896
1464,190314.0485667353
1465,218863.28073096293
1466,171992.8523318016
1467,172638.72022997853
1468,160296.99886795584
1469,202138.172892916
1470,119651.34547180471
1471,185095.99869193498
1472,103776.2069370894
1473,96576.95510299406
1474,141577.15965746634
1475,102355.32658717132
1476,345587.88205713616
1477,245001.65296881628
1478,306877.117739434
1479,299634.06191163964
1480,468665.99855083
1481,326976.0502781054
1482,222548.99660480075
1483,178362.24570842664
1484,160348.12379123722
1485,205046.80715170933
1486,196987.52995591168
1487,340831.167909777
1488,218843.11060525329
1489,194077.7609190187
1490,246416.46036139916
1491,194561.93347778055
1492,101782.06138553022
1493,183940.09178723462
1494,299034.503969696
1495,291378.57429571834
1496,240368.89839096117
1497,182546.15261566106
1498,178291.9425562265
1499,164884.53398864268
1500,157685.122790308
1501,177190.0552175857
1502,153942.41259837695
1503,215127.35461239825
1504,251735.1669310626
1505,232156.49477376833
1506,185804.24669940938
1507,244563.04150331154
1508,208515.74486149894
1509,165181.0568892521
1510,148330.48837108465
1511,149898.78387154778
1512,161634.25985202924
1513,159935.27063563676
1514,141830.44637305243
1515,192689.76441687814
1516,157886.47153115424
1517,169049.95598816473
1518,128290.81282548474
1519,198378.93645543794
1520,127620.69208722394
1521,134513.16943565375
1522,188111.95017435472
1523,117760.11648451738
1524,119102.49493490037
1525,116225.61974216424
1526,116998.74203489065
1527,117735.49999369524
1528,129887.18378587865
1529,145870.3544714418
1530,175434.7594210056
1531,114021.79722973194
1532,87564.7671644915
1533,126637.72495573967
1534,115223.4667865549
1535,149154.18159393207
1536,106225.43048771066
1537,61036.347953155244
1538,141078.29028885582
1539,184871.1123260022
1540,86967.606980153
1541,136975.21389327454
1542,154572.77530183352
1543,181869.59552538313
1544,91067.0090307729
1545,120501.53960863414
1546,155917.60137171735
1547,138213.37714684993
1548,138746.52192602694
1549,119271.45521953318
1550,162038.35108517174
1551,104127.4306649242
1552,143679.14392986734
1553,142275.707311903
1554,115851.68507458927
1555,167737.61172952683
1556,90508.39210494235
1557,114801.67154665677
1558,110597.46246465921
1559,77637.59798628306
1560,148779.5726601959
1561,132449.11845920063
1562,127734.79081366592
1563,119179.33955485062
1564,157242.99275773836
1565,159472.59589665674
1566,242491.3804258893
1567,84894.70039273122
1568,234463.78964092353
1569,137782.9132169338
1570,132460.60408378526
1571,131491.61526805913
1572,134117.49488206807
1573,183651.4123389975
1574,125583.12013333706
1575,273630.2247974548
1576,219705.85105562105
1577,179990.6654301699
1578,155984.76753794824
1579,146421.49331205725
1580,203409.01922240455
1581,153286.94323135726
1582,128659.3066040527
1583,267262.80813027034
1584,220550.94690081594
1585,138172.9811844016
1586,64114.28735417295
1587,114271.57673677472
1588,150890.2481076159
1589,94846.17082048726
1590,128325.73660363867
1591,94951.97016515482
1592,121405.81084896179
1593,133786.01341247765
1594,122356.13264960534
1595,124328.28501885032
1596,207855.95870575312
1597,190016.7043044322
1598,214621.1800179122
1599,175947.6603185576
1600,169664.7717729877
1601,64126.32371259249
1602,135115.63050580723
1603,68011.7066276994
1604,232043.7384955781
1605,246753.7819411392
1606,170817.17441192042
1607,163226.27888505353
1608,213327.96697785048
1609,174336.5295635951
1610,154524.32114384035
1611,152270.44512393922
1612,173109.40374308804
1613,164154.87406989493
1614,113816.4776335068
1615,82859.97443870359
1616,79861.3277950946
1617,87313.79372595384
1618,134228.88989864694
1619,136786.07815838116
1620,165951.00096056054
1621,140179.81481524213
1622,149608.5332757815
1623,274159.0354550988
1624,215615.70695181852
1625,113535.05178090755
1626,170562.86429981468
1627,191275.00926872864
1628,289178.1705379643
1629,196772.97320892857
1630,341540.7601190575
1631,235582.53833912488
1632,250608.8844819276
1633,187782.14223018003
1634,186676.01342353426
1635,178523.5950635203
1636,152162.95213953152
1637,203301.88834193963
1638,174842.90063050718
1639,197707.54853015018
1640,245270.94213320734
1641,200532.1200069495
1642,262181.87329025596
1643,221020.30501970852
1644,243150.65790471312
1645,188348.79276606397
1646,154003.71273345585
1647,167782.87017127255
1648,134901.74392063665
1649,129938.2268481071
1650,109320.4323299378
1651,121455.08206717242
1652,99539.05248534908
1653,98133.75803481629
1654,151728.1787475129
1655,128631.74306760449
1656,138425.3109166694
1657,152114.6499500275
1658,148062.11776167163
1659,113472.66450931833
1660,155482.89650978716
