Id,SalePrice
1461,130830.04
1462,157827.02
1463,177427.8
1464,221027.83
1465,250474.9
1466,184667.39
1467,169438.11
1468,186387.89
1469,214956.86
1470,124472.81
1471,194409.23
1472,98762.7
1473,96979.06
1474,156801.58
1475,110500.08
1476,435259.84
1477,282911.97
1478,428412.84
1479,420620.5
1480,595634.0
1481,402564.44
1482,254333.94
1483,214126.98
1484,185261.5
1485,215585.89
1486,223887.19
1487,487451.75
1488,299582.78
1489,219261.55
1490,246274.6
1491,220726.6
1492,100849.81
1493,203659.9
1494,289285.66
1495,294970.5
1496,229933.23
1497,185138.75
1498,185609.0
1499,175224.78
1500,161374.98
1501,190339.42
1502,168045.62
1503,267823.7
1504,246914.73
1505,246769.48
1506,211086.67
1507,244831.12
1508,205228.86
1509,165081.9
1510,146391.38
1511,145073.28
1512,203511.77
1513,157740.19
1514,147610.2
1515,162069.34
1516,180307.69
1517,156129.5
1518,154437.42
1519,206013.25
1520,126906.53
1521,126286.695
1522,199909.98
1523,128317.65
1524,117182.28
1525,134325.19
1526,120438.875
1527,98109.88
1528,108710.69
1529,135696.95
1530,205024.83
1531,103349.484
1532,116100.16
1533,159415.67
1534,120344.84
1535,172722.0
1536,122654.68
1537,84523.055
1538,136277.7
1539,136346.72
1540,109870.64
1541,117048.92
1542,126948.414
1543,153971.53
1544,98938.234
1545,130128.84
1546,158800.38
1547,159915.58
1548,140468.28
1549,111393.305
1550,159750.19
1551,126457.83
1552,148365.83
1553,161529.89
1554,120045.086
1555,154878.14
1556,112416.76
1557,118296.03
1558,120477.82
1559,80645.26
1560,136793.33
1561,140507.14
1562,131283.86
1563,124913.164
1564,133730.69
1565,179805.08
1566,207550.84
1567,103323.27
1568,215141.44
1569,133089.06
1570,132003.23
1571,105246.98
1572,102468.08
1573,195924.3
1574,161029.1
1575,226967.44
1576,272316.97
1577,211119.89
1578,108030.54
1579,146527.7
1580,194092.27
1581,131149.72
1582,147869.45
1583,273064.12
1584,239310.64
1585,139599.42
1586,66605.016
1587,105716.36
1588,140348.7
1589,103039.58
1590,138979.88
1591,136480.2
1592,108413.24
1593,149632.19
1594,143809.97
1595,160922.39
1596,222282.4
1597,165733.7
1598,180019.72
1599,182801.45
1600,206747.19
1601,86854.47
1602,131634.14
1603,55975.42
1604,257193.33
1605,263438.7
1606,198733.9
1607,223146.44
1608,256242.44
1609,195520.38
1610,143753.89
1611,164108.06
1612,223313.56
1613,206071.22
1614,111887.86
1615,103950.39
1616,103553.414
1617,94850.586
1618,130846.76
1619,143661.92
1620,207011.97
1621,152323.34
1622,175157.62
1623,282102.34
1624,238885.83
1625,125690.016
1626,203358.31
1627,184600.66
1628,271581.2
1629,175836.12
1630,283991.9
1631,229674.62
1632,235434.47
1633,175952.55
1634,197262.56
1635,192496.25
1636,192954.28
1637,222082.38
1638,190166.33
1639,185733.66
1640,204072.28
1641,159580.11
1642,290424.53
1643,248281.45
1644,253747.39
1645,193787.08
1646,173656.02
1647,173120.27
1648,141517.62
1649,132635.83
1650,118420.086
1651,137185.14
1652,100892.52
1653,96523.805
1654,149991.23
1655,116594.586
1656,141348.48
1657,152429.86
1658,152502.84
1659,120197.11
1660,140914.69
1661,471317.2
1662,391194.47
1663,424969.88
1664,459901.9
1665,412471.97
1666,351743.84
1667,388172.0
1668,402463.47
1669,342904.34
1670,399799.4
1671,279036.8
1672,411838.72
1673,318842.84
1674,310781.8
1675,218675.8
1676,197648.22
1677,234114.14
1678,444393.5
1679,407496.62
1680,353149.2
1681,317860.06
1682,354947.47
1683,222902.48
1684,234585.48
1685,217560.0
1686,201773.06
1687,207348.05
1688,221570.22
1689,238198.58
1690,222296.61
1691,213453.14
1692,268465.28
1693,188693.64
1694,177869.14
1695,170767.84
1696,276661.56
1697,177978.08
1698,325193.8
1699,341068.47
1700,279097.22
1701,286489.66
1702,297056.72
1703,300581.56
1704,281445.6
1705,294560.1
1706,409894.06
1707,235967.42
1708,246380.78
1709,323765.7
1710,265207.78
1711,316637.16
1712,298715.78
1713,284773.53
1714,220148.48
1715,215913.05
1716,212903.4
1717,218644.1
1718,198617.38
1719,230276.45
1720,235795.56
1721,210064.89
1722,198926.56
1723,187091.88
1724,228745.83
1725,236126.81
1726,231139.81
1727,178262.78
1728,195271.4
1729,171573.44
1730,160559.39
1731,130121.9
1732,133192.55
1733,108449.125
1734,129973.69
1735,135956.28
1736,106873.805
1737,270082.38
1738,248006.94
1739,243062.55
1740,239051.97
1741,186175.4
1742,179882.94
1743,198465.7
1744,273416.94
1745,248978.56
1746,191790.22
1747,222137.45
1748,230169.97
1749,154146.67
1750,122890.14
1751,249949.7
1752,112254.77
1753,173879.08
1754,215671.03
1755,165373.42
1756,124881.36
1757,133007.23
1758,163274.9
1759,164027.17
1760,187672.84
1761,175416.73
1762,195441.14
1763,202116.83
1764,135187.12
1765,165404.64
1766,184409.56
1767,211398.73
1768,132111.05
1769,185778.66
1770,142373.97
1771,122642.4
1772,132324.02
1773,147361.53
1774,182500.45
1775,145633.03
1776,135691.0
1777,113719.67
1778,124729.125
1779,117199.266
1780,142983.02
1781,129112.72
1782,117289.836
1783,176763.89
1784,116970.25
1785,179485.89
1786,157150.98
1787,114440.01
1788,90856.92
1789,122798.88
1790,67014.195
1791,200275.8
1792,159660.33
1793,139332.34
1794,164974.1
1795,137946.98
1796,134381.05
1797,134332.1
1798,130029.23
1799,118963.19
1800,105086.7
1801,117888.91
1802,104652.15
1803,156045.25
1804,143147.7
1805,140194.86
1806,129961.164
1807,148945.38
1808,102992.23
1809,116306.4
1810,183700.78
1811,105882.74
1812,150658.0
1813,140418.72
1814,121915.195
1815,88736.71
1816,93408.555
1817,153010.55
1818,144784.0
1819,153395.53
1820,86713.766
1821,102114.055
1822,136789.42
1823,44923.133
1824,127385.5
1825,126055.664
1826,115545.44
1827,98808.3
1828,176198.88
1829,162701.8
1830,135779.94
1831,134987.19
1832,128905.53
1833,120289.42
1834,124162.42
1835,142414.72
1836,130150.94
1837,116977.945
1838,109558.836
1839,101287.41
1840,163648.58
1841,118978.62
1842,104252.9
1843,136707.66
1844,138667.42
1845,168706.88
1846,188377.9
1847,162495.72
1848,100478.38
1849,106857.4
1850,124156.266
1851,153723.58
1852,133995.84
1853,117828.09
1854,160684.39
1855,155248.44
1856,286592.12
1857,71811.94
1858,144704.9
1859,120166.62
1860,144711.53
1861,117864.4
1862,284085.1
1863,268979.62
1864,269031.97
1865,348091.12
1866,359885.1
1867,283097.94
1868,289388.3
1869,215055.28
1870,217931.1
1871,331485.03
1872,214026.75
1873,281528.03
1874,167109.75
1875,193263.48
1876,190086.02
1877,186665.75
1878,266428.16
1879,145193.14
1880,127878.1
1881,244222.7
1882,257675.52
1883,202451.16
1884,214345.19
1885,213345.48
1886,293139.0
1887,220267.12
1888,270152.7
1889,203975.97
1890,119007.555
1891,127302.914
1892,100637.58
1893,114300.5
1894,165610.47
1895,124436.61
1896,131366.9
1897,125719.51
1898,137241.53
1899,137202.92
1900,148974.36
1901,176416.8
1902,164923.12
1903,251854.36
1904,153590.95
1905,193538.67
1906,127679.47
1907,176715.52
1908,129242.81
1909,149287.83
1910,119920.25
1911,203480.72
1912,252029.28
1913,106438.664
1914,70676.0
1915,270909.66
1916,54498.754
1917,256547.83
1918,155902.44
1919,162902.1
1920,176613.25
1921,423499.22
1922,332782.1
1923,189127.83
1924,218704.36
1925,192501.58
1926,380439.78
1927,153087.77
1928,169388.67
1929,117869.23
1930,135471.58
1931,154870.17
1932,153864.38
1933,217016.25
1934,191460.53
1935,169749.45
1936,182957.89
1937,213176.67
1938,200626.39
1939,252376.34
1940,243990.14
1941,190055.92
1942,200704.08
1943,285960.62
1944,490226.53
1945,446423.94
1946,194719.1
1947,407901.0
1948,182416.58
1949,315241.53
1950,170535.44
1951,258144.81
1952,211557.25
1953,181582.06
1954,174493.2
1955,157119.22
1956,313119.88
1957,186127.12
1958,307186.88
1959,152192.22
1960,115452.914
1961,129688.04
1962,96336.66
1963,101435.5
1964,102152.336
1965,141662.11
1966,125523.75
1967,301779.88
1968,435002.56
1969,401295.3
1970,426737.75
1971,610292.56
1972,381326.8
1973,320052.0
1974,353584.56
1975,509099.6
1976,262107.52
1977,342070.78
1978,426116.34
1979,387833.44
1980,245039.02
1981,350257.6
1982,247956.8
1983,268203.75
1984,179321.64
1985,243172.45
1986,204491.53
1987,222967.53
1988,220492.64
1989,219920.6
1990,232026.77
1991,223049.2
1992,204434.6
1993,221026.98
1994,195557.84
1995,187806.4
1996,323555.5
1997,423889.56
1998,277955.03
1999,306391.34
2000,340860.7
2001,296480.2
2002,266907.78
2003,321455.12
2004,298604.12
2005,263408.8
2006,239752.42
2007,306057.25
2008,204504.98
2009,208468.72
2010,219113.34
2011,231671.0
2012,211190.58
2013,184890.31
2014,189613.64
2015,219167.67
2016,209738.4
2017,205883.03
2018,140859.05
2019,142482.23
2020,124771.484
2021,108173.84
2022,210699.11
2023,174581.77
2024,311725.75
2025,507702.25
2026,193310.48
2027,184356.81
2028,170061.53
2029,157218.44
2030,264539.9
2031,203714.89
2032,237807.27
2033,225601.42
2034,169987.9
2035,208762.56
2036,195689.75
2037,189958.61
2038,264997.7
2039,212079.64
2040,327638.4
2041,224460.56
2042,215939.4
2043,191019.53
2044,218229.12
2045,266621.84
2046,185886.23
2047,149736.97
2048,138845.94
2049,182266.16
2050,158319.22
2051,106521.734
2052,150559.77
2053,148719.12
2054,94658.29
2055,131554.33
2056,134534.53
2057,127407.61
2058,228747.8
2059,172440.39
2060,148900.78
2061,160771.14
2062,127824.086
2063,132437.52
2064,130552.97
2065,120456.8
2066,164753.66
2067,99704.43
2068,186686.94
2069,98529.58
2070,124582.19
2071,97539.02
2072,227731.3
2073,126408.16
2074,173607.66
2075,145149.12
2076,122822.77
2077,146773.3
2078,117700.85
2079,145040.64
2080,112577.266
2081,134653.4
2082,172327.61
2083,152569.47
2084,110942.305
2085,144759.28
2086,123237.54
2087,132896.16
2088,83795.805
2089,102129.34
2090,144521.33
2091,151935.23
2092,143964.22
2093,128368.195
2094,124633.055
2095,205064.12
2096,84270.4
2097,125642.195
2098,176012.45
2099,86878.984
2100,108512.54
2101,119699.05
2102,117324.18
2103,87040.7
2104,147638.64
2105,136370.66
2106,87996.37
2107,145657.06
2108,151461.0
2109,107011.49
2110,115973.01
2111,140546.94
2112,165528.05
2113,117373.875
2114,92063.56
2115,160446.42
2116,124565.32
2117,152806.25
2118,147041.17
2119,119766.87
2120,111202.04
